prompt,gold_label,predicted,confidence,abstain,threshold
convert 16206 USDC into OP via curve on arbitrum with slippage 0.1%,swap_asset,swap_asset,0.9885,False,0.7
"withdraw staked 19531 USDT from curve base — immediately, use normal gas",unstake_asset,unstake_asset,0.9461,False,0.7
delegate 24520 USDT to curve (arbitrum) — immediately,stake_asset,stake_asset,1.0000,False,0.7
collect incentives at balancer (polygon) — ok with higher gas,claim_rewards,claim_rewards,1.0000,False,0.7
supply 4958.4516 LINK to aave,deposit_asset,deposit_asset,1.0000,False,0.7
collect incentives at aave (polygon),claim_rewards,claim_rewards,1.0000,False,0.7
put 0.170018 WBTC into compound — high yield mode,deposit_asset,deposit_asset,1.0000,False,0.7
harvest yield from aave on polygon,claim_rewards,claim_rewards,1.0000,False,0.7
withdraw staked 0.702261 BTC from yearn avalanche — this minute,unstake_asset,unstake_asset,0.9792,False,0.7
unstake 22.1363 AVAX from pendle on optimism,unstake_asset,unstake_asset,0.8418,False,0.7
redeem 15.3464 SOL from lido (arbitrum) — ok with higher gas,withdraw_asset,withdraw_asset,1.0000,False,0.7
remove 3463.4059 AAVE from uniswap,withdraw_asset,withdraw_asset,1.0000,False,0.7
withdraw 588.8305 ARB from lido on arbitrum — ok with higher gas,withdraw_asset,withdraw_asset,0.9789,False,0.7
supply 23619 DAI to stargate — safe mode,deposit_asset,deposit_asset,0.9360,False,0.7
supply 7597 DAI to maker,deposit_asset,deposit_asset,1.0000,False,0.7
restake 30.047 MATIC with curve on ethereum,stake_asset,stake_asset,1.0000,False,0.7
repay 18440 USDT on aave (arbitrum),repay_asset,repay_asset,0.9744,False,0.7
undelegate 943.459 ARB on rocket pool (base),unstake_asset,unstake_asset,0.9606,False,0.7
undelegate 21856 USDT on yearn (arbitrum) — use normal gas,unstake_asset,unstake_asset,1.0000,False,0.7
unlock 3340.4374 LINK at pendle (solana) — minimize gas,unstake_asset,unstake_asset,0.9778,False,0.7
draw 33.7825 WETH from aave on polygon using WBTC as collateral — high yield mode,borrow_asset,borrow_asset,1.0000,False,0.7
take a loan of 25.1216 SOL via compound (solana),borrow_asset,borrow_asset,0.9885,False,0.7
claim staking rewards on lido polygon,claim_rewards,claim_rewards,1.0000,False,0.7
unstake 30.5496 ETH from balancer on polygon,unstake_asset,unstake_asset,0.9815,False,0.7
open debt: 31.7855 MATIC on aave polygon,borrow_asset,borrow_asset,1.0000,False,0.7
stake 3726.9522 AAVE on lido (ethereum) — use normal gas,stake_asset,stake_asset,0.8814,False,0.7
draw 13883 USDC from compound on avalanche — this minute,borrow_asset,,0.5129,True,0.7
claim rewards on pendle (solana) — immediately,claim_rewards,claim_rewards,1.0000,False,0.7
take a loan of 1281.3632 ARB via aave (arbitrum) using BTC as collateral — normal mode,borrow_asset,borrow_asset,1.0000,False,0.7
close debt: repay 19671 DAI at compound polygon — today,repay_asset,repay_asset,0.9013,False,0.7
claim rewards on sushiswap (ethereum),claim_rewards,claim_rewards,1.0000,False,0.7
add liquidity: deposit 22458 USDC to curve (optimism) — high yield mode,deposit_asset,deposit_asset,1.0000,False,0.7
"harvest yield from aave on avalanche — today, high yield mode",claim_rewards,claim_rewards,1.0000,False,0.7
repay 0.666737 WBTC on maker (polygon),repay_asset,repay_asset,0.9744,False,0.7
unstake 15.2919 SOL from curve on avalanche,unstake_asset,unstake_asset,0.9606,False,0.7
take a loan of 10.9422 WETH via maker (base),borrow_asset,borrow_asset,0.9885,False,0.7
supply 193.7174 AAVE to pendle,deposit_asset,deposit_asset,1.0000,False,0.7
pull out 1863.7615 LINK from sushiswap — use fast gas,withdraw_asset,withdraw_asset,0.9813,False,0.7
unstake 18231 USDT from balancer on solana — use fast gas,unstake_asset,unstake_asset,0.9170,False,0.7
restake 32.1866 WETH with curve on ethereum — now,stake_asset,stake_asset,0.9885,False,0.7
redeem 7641 USDT from compound (base) — use fast gas,withdraw_asset,withdraw_asset,1.0000,False,0.7
undelegate 26.6293 SOL on lido (base),unstake_asset,unstake_asset,0.8101,False,0.7
move 1.5603 MATIC into curve on ethereum,deposit_asset,deposit_asset,0.7737,False,0.7
withdraw staked 3916.125 ARB from curve arbitrum,unstake_asset,unstake_asset,1.0000,False,0.7
withdraw 17546 DAI from compound on avalanche,withdraw_asset,withdraw_asset,0.9372,False,0.7
"withdraw staked 459.0852 LINK from curve base — minimize gas, high yield mode",unstake_asset,unstake_asset,1.0000,False,0.7
restake 4892.7342 AAVE with rocket pool on arbitrum,stake_asset,stake_asset,0.8933,False,0.7
borrow 1.14602 BTC from compound on avalanche using BTC as collateral — normal mode,borrow_asset,borrow_asset,1.0000,False,0.7
open debt: 496.4611 OP on aave arbitrum — immediately,borrow_asset,borrow_asset,1.0000,False,0.7
collect incentives at stargate (arbitrum),claim_rewards,claim_rewards,1.0000,False,0.7
"claim staking rewards on rocket pool optimism — immediately, high yield mode",claim_rewards,claim_rewards,1.0000,False,0.7
lock 4010 DAI in pendle on avalanche — immediately,stake_asset,stake_asset,0.9530,False,0.7
take a loan of 11671 DAI via aave (polygon),borrow_asset,borrow_asset,0.7843,False,0.7
"restake 4892.453 AAVE with curve on arbitrum — immediately, use fast gas, high yield mode",stake_asset,stake_asset,0.7083,False,0.7
undelegate 944.5501 ARB on pendle (solana) — normal mode,unstake_asset,unstake_asset,1.0000,False,0.7
open debt: 2690.4364 AAVE on aave solana,borrow_asset,borrow_asset,1.0000,False,0.7
close debt: repay 1.720353 WBTC at maker polygon,repay_asset,repay_asset,0.7850,False,0.7
draw 14535 USDT from maker on optimism using SOL as collateral — minimize gas,borrow_asset,borrow_asset,1.0000,False,0.7
"stake 14.7813 MATIC on balancer (polygon) — today, high yield mode",stake_asset,stake_asset,0.9354,False,0.7
"unstow 49.1623 SOL from stargate on polygon — minimize gas, normal mode",withdraw_asset,withdraw_asset,0.9833,False,0.7
market swap 2085 DAI->ARB using sushiswap on polygon,swap_asset,swap_asset,1.0000,False,0.7
restake 5.836 SOL with rocket pool on arbitrum — normal mode,stake_asset,stake_asset,1.0000,False,0.7
trade 4532.477 AAVE for USDT on sushiswap (ethereum) — today,swap_asset,swap_asset,1.0000,False,0.7
claim rewards on compound (ethereum),claim_rewards,claim_rewards,1.0000,False,0.7
open debt: 1505 USDT on maker ethereum,borrow_asset,borrow_asset,0.8950,False,0.7
"trade 3063.297 ARB for AVAX on curve (arbitrum) with slippage 0.1% — this minute, minimize gas",swap_asset,swap_asset,1.0000,False,0.7
close debt: repay 8428 DAI at maker ethereum,repay_asset,repay_asset,0.9744,False,0.7
convert 551.7893 AAVE into AVAX via balancer on avalanche,swap_asset,,0.6182,True,0.7
claim staking rewards on maker base — this minute,claim_rewards,claim_rewards,1.0000,False,0.7
lock 204.7324 AAVE in pendle on base,stake_asset,stake_asset,0.9885,False,0.7
lock 48.9458 SOL in balancer on arbitrum,stake_asset,stake_asset,1.0000,False,0.7
add liquidity: deposit 2564.6894 OP to maker (solana),deposit_asset,deposit_asset,0.9744,False,0.7
pay back 26.221 WETH to maker on base — use normal gas,repay_asset,,0.3750,True,0.7
lock 23.3557 MATIC in yearn on avalanche — high yield mode,stake_asset,stake_asset,0.9833,False,0.7
take a loan of 2814.5846 ARB via aave (optimism) using BTC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
undelegate 2542.092 OP on rocket pool (ethereum) — ok with higher gas,unstake_asset,unstake_asset,1.0000,False,0.7
"put 4348.847 OP into balancer — ok with higher gas, high yield mode",deposit_asset,deposit_asset,1.0000,False,0.7
add liquidity: deposit 1.032825 BTC to curve (base),deposit_asset,deposit_asset,1.0000,False,0.7
draw 2.395446 BTC from maker on polygon,borrow_asset,borrow_asset,0.7083,False,0.7
"swap 1.1523 MATIC to SOL on sushiswap solana — now, high yield mode",swap_asset,swap_asset,0.9778,False,0.7
withdraw staked 1187.2942 AAVE from yearn solana — minimize gas,unstake_asset,unstake_asset,1.0000,False,0.7
redeem 3369.2884 LINK from curve (arbitrum) — this minute,withdraw_asset,withdraw_asset,1.0000,False,0.7
lock 47.4727 SOL in balancer on solana,stake_asset,stake_asset,0.9759,False,0.7
borrow 32.5553 AVAX from maker on arbitrum using AAVE as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
withdraw 0.593578 WBTC from rocket pool on solana,withdraw_asset,,0.6153,True,0.7
market swap 1.163395 BTC->WETH using curve on polygon with slippage 0.1% — ok with higher gas,swap_asset,swap_asset,1.0000,False,0.7
remove 49.3255 SOL from balancer — use normal gas,withdraw_asset,withdraw_asset,0.9164,False,0.7
stake 14.048 SOL on yearn (polygon) — normal mode,stake_asset,stake_asset,1.0000,False,0.7
convert 1606.0141 AAVE into DAI via curve on avalanche,swap_asset,,0.6344,True,0.7
"claim staking rewards on balancer base — minimize gas, normal mode",claim_rewards,claim_rewards,1.0000,False,0.7
collect incentives at pendle (solana),claim_rewards,claim_rewards,1.0000,False,0.7
"unstake 17.2741 ETH from pendle on optimism — ok with higher gas, normal mode",unstake_asset,unstake_asset,0.9070,False,0.7
claim staking rewards on aave polygon,claim_rewards,claim_rewards,1.0000,False,0.7
close debt: repay 18.6846 MATIC at aave arbitrum,repay_asset,repay_asset,0.9744,False,0.7
harvest yield from sushiswap on ethereum — minimize gas,claim_rewards,claim_rewards,0.8889,False,0.7
top up uniswap with 2503.1119 ARB on solana,deposit_asset,deposit_asset,1.0000,False,0.7
harvest yield from aave on base,claim_rewards,claim_rewards,1.0000,False,0.7
borrow 3712.4159 ARB from compound on ethereum using DAI as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
provide 1.054872 WBTC on uniswap — ok with higher gas,deposit_asset,deposit_asset,0.8212,False,0.7
borrow 45.1164 ETH from compound on optimism,borrow_asset,borrow_asset,1.0000,False,0.7
unstake 2051.4182 ARB from rocket pool on ethereum — ok with higher gas,unstake_asset,unstake_asset,0.9885,False,0.7
unlock 1.909664 WBTC at lido (polygon),unstake_asset,unstake_asset,1.0000,False,0.7
take a loan of 6.4014 ETH via aave (optimism) using WETH as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
reduce loan by 1.708158 BTC on compound (solana),repay_asset,repay_asset,0.9744,False,0.7
borrow 1.913179 WBTC from maker on optimism — ok with higher gas,borrow_asset,borrow_asset,1.0000,False,0.7
open debt: 6993 USDC on compound arbitrum using SOL as collateral — today,borrow_asset,borrow_asset,1.0000,False,0.7
harvest yield from balancer on arbitrum,claim_rewards,claim_rewards,1.0000,False,0.7
open debt: 27.9225 MATIC on compound polygon using WETH as collateral — ok with higher gas,borrow_asset,borrow_asset,1.0000,False,0.7
market swap 14413 USDT->OP using uniswap on arbitrum with slippage 0.1%,swap_asset,swap_asset,1.0000,False,0.7
pull out 4239.5677 AAVE from uniswap,withdraw_asset,withdraw_asset,0.9833,False,0.7
top up rocket pool with 1.92616 BTC on optimism — high yield mode,deposit_asset,deposit_asset,1.0000,False,0.7
"top up yearn with 3186 USDT on base — right away, minimize gas, normal mode",deposit_asset,deposit_asset,1.0000,False,0.7
delegate 774.2284 ARB to pendle (polygon) — use normal gas,stake_asset,stake_asset,0.9885,False,0.7
put 1.4093 AVAX into stargate — minimize gas,deposit_asset,deposit_asset,1.0000,False,0.7
unstow 2711.0321 OP from compound on ethereum,withdraw_asset,withdraw_asset,1.0000,False,0.7
"pay back 2860.3277 AAVE to aave on ethereum — today, safe mode",repay_asset,repay_asset,1.0000,False,0.7
delegate 23.3294 SOL to curve (ethereum),stake_asset,stake_asset,1.0000,False,0.7
"draw 1.1665 SOL from maker on base using ETH as collateral — use fast gas, normal mode",borrow_asset,borrow_asset,0.9885,False,0.7
withdraw staked 4680.9934 ARB from balancer avalanche,unstake_asset,unstake_asset,0.9792,False,0.7
repay 21.5731 SOL on compound (polygon) — high yield mode,repay_asset,repay_asset,1.0000,False,0.7
delegate 1.09516 BTC to pendle (optimism),stake_asset,stake_asset,1.0000,False,0.7
repay 2956.2979 AAVE on maker (arbitrum),repay_asset,repay_asset,0.9744,False,0.7
lock 1933.8267 ARB in lido on arbitrum,stake_asset,stake_asset,0.8563,False,0.7
fund maker with 1.500612 WBTC (solana) — normal mode,deposit_asset,deposit_asset,1.0000,False,0.7
"close debt: repay 1.075784 BTC at aave solana — use normal gas, safe mode",repay_asset,repay_asset,0.9077,False,0.7
supply 2.4768 ETH to curve,deposit_asset,deposit_asset,0.8194,False,0.7
collect incentives at aave (ethereum),claim_rewards,claim_rewards,0.9744,False,0.7
unstow 1228.9877 AAVE from uniswap on base — normal mode,withdraw_asset,withdraw_asset,1.0000,False,0.7
harvest yield from stargate on polygon,claim_rewards,claim_rewards,1.0000,False,0.7
withdraw staked 0.667379 BTC from curve polygon,unstake_asset,,0.5684,True,0.7
repay 23.7654 AVAX on maker (avalanche) — now,repay_asset,repay_asset,1.0000,False,0.7
repay 21759 USDC on aave (arbitrum) — use normal gas,repay_asset,repay_asset,0.9744,False,0.7
"claim rewards on compound (avalanche) — immediately, use normal gas, high yield mode",claim_rewards,claim_rewards,1.0000,False,0.7
swap 8198 USDC to BTC on uniswap polygon with slippage 1%,swap_asset,swap_asset,1.0000,False,0.7
unlock 161.1169 LINK at pendle (optimism),unstake_asset,unstake_asset,0.9778,False,0.7
delegate 24.7706 SOL to yearn (optimism) — normal mode,stake_asset,stake_asset,1.0000,False,0.7
unlock 35.1057 WETH at pendle (polygon),unstake_asset,unstake_asset,1.0000,False,0.7
collect incentives at aave (avalanche),claim_rewards,claim_rewards,1.0000,False,0.7
pay back 0.489976 WBTC to maker on solana,repay_asset,repay_asset,1.0000,False,0.7
claim rewards on balancer (ethereum),claim_rewards,claim_rewards,1.0000,False,0.7
"cash out 965.2442 ARB from compound (solana) — now, use normal gas",withdraw_asset,withdraw_asset,1.0000,False,0.7
delegate 30.4737 ETH to yearn (optimism),stake_asset,stake_asset,1.0000,False,0.7
trade 24569 USDT for OP on sushiswap (arbitrum) with slippage 0.2%,swap_asset,swap_asset,1.0000,False,0.7
claim rewards on aave (solana) — asap,claim_rewards,claim_rewards,1.0000,False,0.7
convert 2750.3691 LINK into ETH via curve on optimism with slippage 0.1% — minimize gas,swap_asset,swap_asset,0.9885,False,0.7
unlock 25.015 MATIC at curve (base) — immediately,unstake_asset,unstake_asset,1.0000,False,0.7
"delegate 1.980133 BTC to pendle (avalanche) — today, ok with higher gas",stake_asset,stake_asset,0.9885,False,0.7
top up aave with 498.9514 OP on ethereum,deposit_asset,deposit_asset,1.0000,False,0.7
draw 0.546312 WBTC from aave on base using ETH as collateral — use fast gas,borrow_asset,borrow_asset,1.0000,False,0.7
open debt: 1.865316 WBTC on aave polygon,borrow_asset,borrow_asset,1.0000,False,0.7
unstake 1.821007 BTC from yearn on optimism,unstake_asset,unstake_asset,1.0000,False,0.7
withdraw staked 46.532 ETH from curve solana — immediately,unstake_asset,unstake_asset,1.0000,False,0.7
"claim staking rewards on maker avalanche — asap, use fast gas",claim_rewards,claim_rewards,1.0000,False,0.7
undelegate 3040.5864 ARB on curve (avalanche) — normal mode,unstake_asset,unstake_asset,1.0000,False,0.7
close debt: repay 1.851474 WBTC at maker ethereum,repay_asset,repay_asset,0.8593,False,0.7
draw 39.1377 ARB from maker on polygon using ETH as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
lock 404.6223 AAVE in curve on arbitrum — ok with higher gas,stake_asset,stake_asset,1.0000,False,0.7
unstow 18883 DAI from curve on optimism — normal mode,withdraw_asset,withdraw_asset,1.0000,False,0.7
unstow 43.4629 MATIC from pendle on solana,withdraw_asset,withdraw_asset,0.9663,False,0.7
withdraw 9.3071 SOL from balancer on ethereum,withdraw_asset,,0.6003,True,0.7
stake 1.801472 WBTC on balancer (solana) — safe mode,stake_asset,stake_asset,0.9675,False,0.7
redeem 9.3729 ETH from maker (base) — minimize gas,withdraw_asset,withdraw_asset,1.0000,False,0.7
take a loan of 23.4922 ETH via compound (ethereum) using WETH as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
draw 21283 USDC from aave on avalanche,borrow_asset,borrow_asset,0.7083,False,0.7
undelegate 1.79043 WBTC on yearn (polygon) — asap,unstake_asset,unstake_asset,0.9606,False,0.7
swap 24939 USDC to SOL on sushiswap arbitrum with slippage 1% — this minute,swap_asset,swap_asset,1.0000,False,0.7
"cash out 7.3485 MATIC from sushiswap (arbitrum) — this minute, normal mode",withdraw_asset,withdraw_asset,1.0000,False,0.7
delegate 27.4366 WETH to pendle (ethereum),stake_asset,stake_asset,1.0000,False,0.7
close debt: repay 988.9603 ARB at aave arbitrum — normal mode,repay_asset,repay_asset,0.9744,False,0.7
delegate 33.9553 WETH to pendle (polygon),stake_asset,stake_asset,0.9885,False,0.7
draw 0.536757 BTC from compound on ethereum using WBTC as collateral — safe mode,borrow_asset,borrow_asset,1.0000,False,0.7
remove 3555.8401 AAVE from curve — safe mode,withdraw_asset,withdraw_asset,0.8914,False,0.7
swap 0.364058 BTC to USDT on sushiswap ethereum with slippage 1% — ok with higher gas,swap_asset,swap_asset,1.0000,False,0.7
put 24460 DAI into yearn,deposit_asset,deposit_asset,0.9815,False,0.7
stake 2819.2092 AAVE on yearn (base),stake_asset,stake_asset,0.9663,False,0.7
repay 1.480738 WBTC on aave (avalanche) — this minute,repay_asset,repay_asset,0.9744,False,0.7
put 2179.6017 ARB into rocket pool — use fast gas,deposit_asset,deposit_asset,1.0000,False,0.7
move 36.5854 SOL into sushiswap on arbitrum — ok with higher gas,deposit_asset,,0.5542,True,0.7
close debt: repay 19142 USDC at aave base,repay_asset,repay_asset,0.8521,False,0.7
open debt: 23499 USDC on compound ethereum,borrow_asset,borrow_asset,1.0000,False,0.7
market swap 3181.8741 LINK->AAVE using uniswap on base with slippage 1% — normal mode,swap_asset,swap_asset,1.0000,False,0.7
put 11.4494 WETH into curve — now,deposit_asset,deposit_asset,1.0000,False,0.7
collect incentives at pendle (ethereum) — ok with higher gas,claim_rewards,claim_rewards,1.0000,False,0.7
delegate 0.315748 WBTC to curve (solana) — right away,stake_asset,stake_asset,1.0000,False,0.7
collect incentives at pendle (arbitrum),claim_rewards,claim_rewards,1.0000,False,0.7
fund lido with 4688.7844 AAVE (optimism) — safe mode,deposit_asset,deposit_asset,0.9524,False,0.7
stake 1099.8939 OP on curve (optimism),stake_asset,stake_asset,1.0000,False,0.7
undelegate 19326 DAI on rocket pool (avalanche) — immediately,unstake_asset,unstake_asset,1.0000,False,0.7
swap 18.2261 ETH to WBTC on sushiswap ethereum,swap_asset,swap_asset,0.9778,False,0.7
"withdraw staked 1.030454 BTC from rocket pool arbitrum — now, normal mode",unstake_asset,unstake_asset,1.0000,False,0.7
add liquidity: deposit 12151 USDC to balancer (optimism),deposit_asset,deposit_asset,1.0000,False,0.7
borrow 39.1498 SOL from compound on solana using WETH as collateral — use fast gas,borrow_asset,borrow_asset,1.0000,False,0.7
lock 25.045 ETH in curve on avalanche,stake_asset,stake_asset,0.9937,False,0.7
cash out 1.103792 WBTC from compound (avalanche) — now,withdraw_asset,withdraw_asset,0.9744,False,0.7
"stake 3019.6997 OP on balancer (optimism) — use normal gas, high yield mode",stake_asset,stake_asset,0.9833,False,0.7
restake 1.597493 BTC with lido on optimism — immediately,stake_asset,stake_asset,0.9885,False,0.7
undelegate 11759 USDT on pendle (ethereum),unstake_asset,,0.6084,True,0.7
redeem 10919 USDT from stargate (base),withdraw_asset,withdraw_asset,1.0000,False,0.7
unstake 42.2941 AVAX from rocket pool on solana,unstake_asset,unstake_asset,1.0000,False,0.7
provide 74.6358 ARB on maker,deposit_asset,deposit_asset,1.0000,False,0.7
delegate 4.8136 AVAX to balancer (ethereum),stake_asset,stake_asset,1.0000,False,0.7
harvest yield from curve on ethereum — asap,claim_rewards,claim_rewards,1.0000,False,0.7
market swap 31.9411 SOL->MATIC using curve on arbitrum — this minute,swap_asset,swap_asset,1.0000,False,0.7
withdraw staked 296.7811 ARB from lido avalanche,unstake_asset,unstake_asset,0.8940,False,0.7
harvest yield from stargate on base,claim_rewards,claim_rewards,0.9885,False,0.7
top up yearn with 2866.2014 ARB on ethereum,deposit_asset,deposit_asset,1.0000,False,0.7
remove 2716.5702 AAVE from aave,withdraw_asset,withdraw_asset,0.9673,False,0.7
trade 20.84 SOL for WBTC on uniswap (avalanche) with slippage 0.1% — right away,swap_asset,swap_asset,1.0000,False,0.7
undelegate 10.0814 SOL on yearn (arbitrum) — right away,unstake_asset,unstake_asset,0.9606,False,0.7
"swap 0.225678 BTC to OP on balancer base — this minute, safe mode",swap_asset,swap_asset,0.7083,False,0.7
unstake 3387.964 LINK from curve on ethereum — today,unstake_asset,unstake_asset,0.8495,False,0.7
open debt: 1644.0833 ARB on aave optimism using BTC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
claim staking rewards on aave ethereum — minimize gas,claim_rewards,claim_rewards,1.0000,False,0.7
take a loan of 36.2884 ETH via maker (solana) using USDT as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
"repay 2999.1917 AAVE on maker (ethereum) — immediately, safe mode",repay_asset,repay_asset,0.9744,False,0.7
"restake 33.9179 SOL with rocket pool on avalanche — this minute, normal mode",stake_asset,stake_asset,0.9833,False,0.7
move 1939.3256 LINK into pendle on base,deposit_asset,deposit_asset,1.0000,False,0.7
unstake 39.3691 ETH from balancer on ethereum — use normal gas,unstake_asset,unstake_asset,0.9310,False,0.7
unlock 17234 DAI at curve (arbitrum),unstake_asset,unstake_asset,0.8241,False,0.7
trade 426.1311 ARB for LINK on balancer (ethereum) with slippage 1%,swap_asset,swap_asset,1.0000,False,0.7
fund pendle with 20811 USDT (base),deposit_asset,deposit_asset,0.9524,False,0.7
"harvest yield from pendle on solana — asap, minimize gas",claim_rewards,claim_rewards,1.0000,False,0.7
claim staking rewards on pendle optimism — minimize gas,claim_rewards,claim_rewards,0.9524,False,0.7
claim staking rewards on lido base — this minute,claim_rewards,claim_rewards,0.8368,False,0.7
trade 2009.4049 LINK for DAI on uniswap (ethereum) — this minute,swap_asset,swap_asset,0.8340,False,0.7
take a loan of 4643.2965 OP via aave (avalanche) — asap,borrow_asset,borrow_asset,0.8250,False,0.7
convert 20.9365 SOL into ETH via curve on base with slippage 0.1%,swap_asset,swap_asset,0.9231,False,0.7
undelegate 2435.7064 OP on rocket pool (arbitrum) — immediately,unstake_asset,unstake_asset,0.9792,False,0.7
fund rocket pool with 1109.7311 ARB (avalanche) — safe mode,deposit_asset,,0.5301,True,0.7
delegate 4.6177 SOL to lido (avalanche),stake_asset,stake_asset,1.0000,False,0.7
delegate 551.5655 LINK to lido (arbitrum),stake_asset,stake_asset,0.9663,False,0.7
stake 4363.252 LINK on curve (solana) — minimize gas,stake_asset,stake_asset,0.9885,False,0.7
swap 4553.8529 ARB to WETH on sushiswap ethereum,swap_asset,swap_asset,0.9663,False,0.7
"borrow 0.414235 WBTC from maker on base using USDT as collateral — use fast gas, safe mode",borrow_asset,borrow_asset,1.0000,False,0.7
"unstow 19839 DAI from aave on base — ok with higher gas, safe mode",withdraw_asset,,0.3750,True,0.7
repay 28.1756 SOL on compound (polygon) — use normal gas,repay_asset,repay_asset,1.0000,False,0.7
draw 14403 USDT from aave on avalanche,borrow_asset,,0.4167,True,0.7
harvest yield from aave on arbitrum,claim_rewards,claim_rewards,1.0000,False,0.7
withdraw staked 1761 USDT from balancer arbitrum — immediately,unstake_asset,unstake_asset,1.0000,False,0.7
pay back 27.8917 MATIC to compound on ethereum — minimize gas,repay_asset,repay_asset,1.0000,False,0.7
"take a loan of 45.1838 SOL via compound (optimism) — minimize gas, normal mode",borrow_asset,borrow_asset,1.0000,False,0.7
lock 2563.8352 AAVE in yearn on optimism — asap,stake_asset,stake_asset,0.9530,False,0.7
trade 1136.7075 AAVE for SOL on sushiswap (base),swap_asset,swap_asset,0.9000,False,0.7
withdraw staked 2030.538 LINK from pendle arbitrum,unstake_asset,unstake_asset,1.0000,False,0.7
unstow 10707 USDT from maker on polygon,withdraw_asset,withdraw_asset,1.0000,False,0.7
swap 24625 USDC to AVAX on sushiswap base with slippage 0.1%,swap_asset,swap_asset,0.9885,False,0.7
close debt: repay 22.6342 SOL at maker optimism — safe mode,repay_asset,repay_asset,0.8940,False,0.7
unlock 12465 USDC at curve (avalanche),unstake_asset,unstake_asset,1.0000,False,0.7
borrow 2552.5486 LINK from compound on optimism using LINK as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
remove 3471.2421 ARB from sushiswap — immediately,withdraw_asset,withdraw_asset,1.0000,False,0.7
deposit 177.5799 OP into compound on ethereum,deposit_asset,deposit_asset,1.0000,False,0.7
provide 3697.9842 OP on balancer — normal mode,deposit_asset,deposit_asset,1.0000,False,0.7
supply 21.656 SOL to lido,deposit_asset,deposit_asset,1.0000,False,0.7
harvest yield from yearn on polygon — use normal gas,claim_rewards,claim_rewards,1.0000,False,0.7
restake 18947 USDT with curve on optimism,stake_asset,stake_asset,1.0000,False,0.7
take a loan of 2132.1055 AAVE via maker (solana) using DAI as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
unlock 43.9489 MATIC at rocket pool (avalanche) — high yield mode,unstake_asset,unstake_asset,1.0000,False,0.7
restake 33.767 ETH with lido on avalanche — now,stake_asset,stake_asset,0.9885,False,0.7
cash out 675.1194 LINK from lido (avalanche) — use normal gas,withdraw_asset,withdraw_asset,0.9885,False,0.7
market swap 3130.195 ARB->DAI using sushiswap on polygon with slippage 0.1%,swap_asset,swap_asset,1.0000,False,0.7
supply 31.1622 SOL to lido,deposit_asset,deposit_asset,1.0000,False,0.7
withdraw staked 4263 USDT from pendle polygon — immediately,unstake_asset,unstake_asset,0.9606,False,0.7
stake 2387.4009 OP on balancer (arbitrum) — right away,stake_asset,stake_asset,0.9008,False,0.7
"move 1612.5486 ARB into yearn on arbitrum — now, safe mode",deposit_asset,deposit_asset,1.0000,False,0.7
withdraw staked 46.3779 WETH from yearn base — normal mode,unstake_asset,unstake_asset,0.8537,False,0.7
stake 7396 DAI on yearn (base),stake_asset,stake_asset,0.9663,False,0.7
lock 4145.6984 OP in yearn on ethereum,stake_asset,stake_asset,0.9425,False,0.7
pull out 16.3374 SOL from lido,withdraw_asset,withdraw_asset,0.7567,False,0.7
swap 2053.5736 ARB to DAI on uniswap solana,swap_asset,swap_asset,0.9663,False,0.7
withdraw staked 5440 USDT from curve avalanche,unstake_asset,unstake_asset,1.0000,False,0.7
"reduce loan by 0.026102 BTC on compound (polygon) — now, use fast gas",repay_asset,repay_asset,0.9744,False,0.7
borrow 287.7762 ARB from maker on optimism using SOL as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
"close debt: repay 34.6996 WETH at maker avalanche — this minute, minimize gas, normal mode",repay_asset,repay_asset,0.9188,False,0.7
claim rewards on pendle (avalanche),claim_rewards,claim_rewards,1.0000,False,0.7
claim rewards on aave (optimism),claim_rewards,claim_rewards,1.0000,False,0.7
cash out 1589 USDT from sushiswap (avalanche) — asap,withdraw_asset,withdraw_asset,1.0000,False,0.7
"restake 39.5249 ETH with yearn on base — use fast gas, normal mode",stake_asset,stake_asset,1.0000,False,0.7
pull out 19.8775 SOL from stargate — high yield mode,withdraw_asset,withdraw_asset,0.9533,False,0.7
redeem 34.9992 ETH from sushiswap (solana),withdraw_asset,withdraw_asset,0.8750,False,0.7
"close debt: repay 3659.1534 AAVE at aave polygon — ok with higher gas, normal mode",repay_asset,repay_asset,0.9077,False,0.7
undelegate 30.1387 SOL on curve (base),unstake_asset,unstake_asset,0.9606,False,0.7
"pay back 0.317216 BTC to compound on ethereum — immediately, safe mode",repay_asset,repay_asset,1.0000,False,0.7
restake 3827.9145 ARB with rocket pool on polygon — immediately,stake_asset,stake_asset,1.0000,False,0.7
withdraw 1879 USDC from compound on ethereum — immediately,withdraw_asset,,0.6646,True,0.7
